Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Survey Type
"Varicella, unknown disease history",1 Dose,States,Nebraska,2021-22,,25018,99.5,Census
"Varicella, unknown disease history",1 Dose,States,Nevada,2021-22,,36855,99.2,"Census (pub.), vol. response (pvt.)"
"Varicella, unknown disease history",1 Dose,States,New Hampshire,2021-22,,12157,100,Census
"Varicella, unknown disease history",1 Dose,States,New Jersey,2021-22,94.1,104240,100,Census
"Varicella, unknown disease history",1 Dose,States,New Mexico,2021-22,,20736,100,Census
"Varicella, unknown disease history",1 Dose,States,New York,2021-22,,195377,99.3,Census
"Varicella, unknown disease history",1 Dose,States,NY-City of New York,2021-22,,82938,99.8,Census
"Varicella, unknown disease history",1 Dose,States,North Carolina,2021-22,,118191,78.5,Vol. response
"Varicella, unknown disease history",1 Dose,States,North Dakota,2021-22,,10755,96.6,Census
"Varicella, unknown disease history",1 Dose,States,Ohio,2021-22,,139077,91.9,"Census (pub.), vol. response (pvt.)"
"Varicella, unknown disease history",1 Dose,States,Oklahoma,2021-22,95.5,54042,84.3,Vol. response
"Varicella, unknown disease history",1 Dose,States,Oregon,2021-22,94.7,41538,100,Census
"Varicella, unknown disease history",1 Dose,States,Pennsylvania,2021-22,,139558,94.9,"Census (pub.), vol. response (pvt.)"
"Varicella, unknown disease history",1 Dose,National,United States,2021-22,94.6,3835130,92.2,
"Varicella, unknown disease history",1 Dose,States,Rhode Island,2021-22,,11002,96.9,Census
"Varicella, unknown disease history",1 Dose,States,South Carolina,2021-22,,58276,27.2,1-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,South Dakota,2021-22,,12251,100,Census
"Varicella, unknown disease history",1 Dose,States,Tennessee,2021-22,,79120,100,Census
"Varicella, unknown disease history",1 Dose,States,Texas,2021-22,,389037,99.3,Census
"Varicella, unknown disease history",1 Dose,States,TX-City of Houston,2021-22,,40123,99.3,Census
"Varicella, unknown disease history",1 Dose,National,U.S. Median,2021-22,94.7,3835130,92.2,
"Varicella, unknown disease history",1 Dose,States,Utah,2021-22,,48995,100,Census
"Varicella, unknown disease history",1 Dose,States,Vermont,2021-22,,6126,100,Census
"Varicella, unknown disease history",1 Dose,States,Virginia,2021-22,,95996,2.8,Stratified 2-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,Washington,2021-22,,87256,97.3,"Census (pub.), vol. response (pvt.)"
"Varicella, unknown disease history",1 Dose,States,West Virginia,2021-22,,18070,85.5,Vol. response
"Varicella, unknown disease history",1 Dose,States,Wisconsin,2021-22,,64275,96.8,"Census (pub.), vol. response (pvt.)"
"Varicella, unknown disease history",1 Dose,States,Wyoming,2021-22,,7382,100,Census
"Varicella, unknown disease history",2 Doses,States,Alabama,2009-10,,75358,100,Census
"Varicella, unknown disease history",2 Doses,States,Alaska,2009-10,NA,9641,76.4,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Arizona,2009-10,,89287,93.9,Census
"Varicella, unknown disease history",2 Doses,States,Arkansas,2009-10,,34733,100,Census
"Varicella, unknown disease history",2 Doses,States,California,2009-10,,507191,100,Census
"Varicella, unknown disease history",2 Doses,States,Colorado,2009-10,NA,,,Not conducted
"Varicella, unknown disease history",2 Doses,States,Connecticut,2009-10,,46158,100,Census
"Varicella, unknown disease history",2 Doses,States,Delaware,2009-10,89,11327,9.2,Random sample
"Varicella, unknown disease history",2 Doses,States,District of Columbia,2009-10,NA,6092,100,Census
"Varicella, unknown disease history",2 Doses,States,Florida,2009-10,91.3,218630,100,Census
"Varicella, unknown disease history",2 Doses,States,Georgia,2009-10,99.6,141949,1.2,Random sample
"Varicella, unknown disease history",2 Doses,States,Hawaii,2009-10,,18427,6.4,Random sample
"Varicella, unknown disease history",2 Doses,States,Idaho,2009-10,,22624,100,Census
"Varicella, unknown disease history",2 Doses,States,Illinois,2009-10,,165845,100,Census
"Varicella, unknown disease history",2 Doses,States,Indiana,2009-10,,84390,94.7,Census
"Varicella, unknown disease history",2 Doses,States,Iowa,2009-10,84.5,42698,100,Census
"Varicella, unknown disease history",2 Doses,States,Kansas,2009-10,85.3,39073,39.1,Stratified 1-stage sample  (Public);  Census (Private)
"Varicella, unknown disease history",2 Doses,States,Kentucky,2009-10,,56526,92.9,Census
"Varicella, unknown disease history",2 Doses,States,Louisiana,2009-10,93.7,53846,100,Census
"Varicella, unknown disease history",2 Doses,States,Maine,2009-10,,14162,75.3,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Maryland,2009-10,,75061,75,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Massachusetts,2009-10,,74476,100,Census
"Varicella, unknown disease history",2 Doses,States,Michigan,2009-10,,129810,100,Census
"Varicella, unknown disease history",2 Doses,States,Minnesota,2009-10,94,70653,100,Census
"Varicella, unknown disease history",2 Doses,States,Mississippi,2009-10,99.7,46922,100,Census
"Varicella, unknown disease history",2 Doses,States,Missouri,2009-10,,75958,3,Random sample
"Varicella, unknown disease history",2 Doses,States,Montana,2009-10,,12335,98.8,Census
"Varicella, unknown disease history",2 Doses,States,Nebraska,2009-10,,29607,96.4,Census
"Varicella, unknown disease history",2 Doses,States,Nevada,2009-10,,35209,5.6,Random sample
"Varicella, unknown disease history",2 Doses,States,New Hampshire,2009-10,NA,,,Not conducted
"Varicella, unknown disease history",2 Doses,States,New Jersey,2009-10,,118347,95.1,Census
"Varicella, unknown disease history",2 Doses,States,New Mexico,2009-10,94.9,26318,2.2,Random sample
"Varicella, unknown disease history",2 Doses,States,New York,2009-10,,229273,100,Census
"Varicella, unknown disease history",2 Doses,States,North Carolina,2009-10,,116087,96,Census
"Varicella, unknown disease history",2 Doses,States,North Dakota,2009-10,89.6,8323,6,Random sample
"Varicella, unknown disease history",2 Doses,States,Ohio,2009-10,,131137,100,Census
"Varicella, unknown disease history",2 Doses,States,Oklahoma,2009-10,,51128,88.9,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Oregon,2009-10,,44676,100,Census
"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2009-10,,149656,100,Census
"Varicella, unknown disease history",2 Doses,National,United States,2009-10,93.9,,,NaN
"Varicella, unknown disease history",2 Doses,States,Rhode Island,2009-10,86.9,11818,11.6,Random sample
"Varicella, unknown disease history",2 Doses,States,South Carolina,2009-10,,53725,10.2,Random sample
"Varicella, unknown disease history",2 Doses,States,South Dakota,2009-10,97.7,11499,100,Census
"Varicella, unknown disease history",2 Doses,States,Tennessee,2009-10,,90811,88.1,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Texas,2009-10,96.8,381425,98.3,Census
"Varicella, unknown disease history",2 Doses,National,U.S. Median,2009-10,90.3,,,NaN
"Varicella, unknown disease history",2 Doses,States,Utah,2009-10,,49957,100,Census
"Varicella, unknown disease history",2 Doses,States,Vermont,2009-10,88.2,6713,100,Census
"Varicella, unknown disease history",2 Doses,States,Virginia,2009-10,,100891,4.4,Random sample
"Varicella, unknown disease history",2 Doses,States,Washington,2009-10,88.6,81511,93.3,Census
"Varicella, unknown disease history",2 Doses,States,West Virginia,2009-10,88.4,22730,86.7,Voluntary response
"Varicella, unknown disease history",2 Doses,States,Wisconsin,2009-10,90.3,61095,2.3,Random sample
"Varicella, unknown disease history",2 Doses,States,Wyoming,2009-10,NA,,,Not conducted
"Varicella, unknown disease history",2 Doses,States,Alabama,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Alaska,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Arizona,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Arkansas,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,California,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Colorado,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Connecticut,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Delaware,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,District of Columbia,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Florida,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Georgia,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Hawaii,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Idaho,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Illinois,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Indiana,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Iowa,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Kansas,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Kentucky,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Louisiana,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Maine,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Maryland,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Massachusetts,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Michigan,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Minnesota,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Mississippi,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Missouri,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Montana,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Nebraska,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Nevada,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,New Hampshire,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,New Jersey,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,New Mexico,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,New York,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,North Carolina,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,North Dakota,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Ohio,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Oklahoma,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Oregon,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,National,United States,2010-11,NA,,,NaN
"Varicella, unknown disease history",2 Doses,States,Rhode Island,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,South Carolina,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,South Dakota,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Tennessee,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Texas,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,National,U.S. Median,2010-11,NA,,,NaN
"Varicella, unknown disease history",2 Doses,States,Utah,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Vermont,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Virginia,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Washington,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,West Virginia,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Wisconsin,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Wyoming,2010-11,NA,,,NA
"Varicella, unknown disease history",2 Doses,States,Alabama,2011-12,,73190,100,Census
"Varicella, unknown disease history",2 Doses,States,Alaska,2011-12,NA,10286,7.3,Non-random Cluster Sample
"Varicella, unknown disease history",2 Doses,States,Arizona,2011-12,,88293,96.9,Census
"Varicella, unknown disease history",2 Doses,States,Arkansas,2011-12,95.4,38754,92.2,Census
"Varicella, unknown disease history",2 Doses,States,California,2011-12,,542544,97.6,Census
"Varicella, unknown disease history",2 Doses,States,Colorado,2011-12,84,70142,0.5,Simple Random Sample
"Varicella, unknown disease history",2 Doses,States,Connecticut,2011-12,97.1,45695,100,Census
"Varicella, unknown disease history",2 Doses,States,Delaware,2011-12,96.9,11327,7.4,2-stage Cluster Sample
"Varicella, unknown disease history",2 Doses,States,District of Columbia,2011-12,NA,6854,100,Census
"Varicella, unknown disease history",2 Doses,States,Florida,2011-12,92.6,225532,100,Census
"Varicella, unknown disease history",2 Doses,States,Georgia,2011-12,96.6,143065,1.9,2-stage Cluster Sample
"Varicella, unknown disease history",2 Doses,States,Hawaii,2011-12,,19443,7.7,2-stage Cluster Sample
"Varicella, unknown disease history",2 Doses,States,Idaho,2011-12,85.8,22762,100,Census
"Varicella, unknown disease history",2 Doses,States,Illinois,2011-12,,163311,100,Census
"Varicella, unknown disease history",2 Doses,States,Indiana,2011-12,91.9,83416,67.5,Voluntary Response
"Varicella, unknown disease history",2 Doses,States,Iowa,2011-12,91.1,40978,100,Census
"Varicella, unknown disease history",2 Doses,States,Kansas,2011-12,85.9,38402,52.7,Stratified 1-stage sample  (Public);  Census (Private)
"Varicella, unknown disease history",2 Doses,States,Kentucky,2011-12,,58185,91.8,Census
"Varicella, unknown disease history",2 Doses,States,Louisiana,2011-12,97.2,69013,100,Census
"Varicella, unknown disease history",2 Doses,States,Maine,2011-12,,13829,97,Census
"Varicella, unknown disease history",2 Doses,States,Maryland,2011-12,,72957,67.2,Voluntary Response
"Varicella, unknown disease history",2 Doses,States,Massachusetts,2011-12,92.7,79551,97.5,Census
"Varicella, unknown disease history",2 Doses,States,Michigan,2011-12,93.2,124962,100,Census
"Varicella, unknown disease history",2 Doses,States,Minnesota,2011-12,94.9,71213,99.2,Census
"Varicella, unknown disease history",2 Doses,States,Mississippi,2011-12,99.2,44912,100,Census
"Varicella, unknown disease history",2 Doses,States,Missouri,2011-12,95.1,75240,4.7,2-stage Cluster Sample
"Varicella, unknown disease history",2 Doses,States,Montana,2011-12,,12128,100,Census
"Varicella, unknown disease history",2 Doses,States,Nebraska,2011-12,96.8,26715,96.6,Census
"Varicella, unknown disease history",2 Doses,States,Nevada,2011-12,90.3,36557,5.2,2-stage Cluster Sample
"Varicella, unknown disease history",2 Doses,States,New Hampshire,2011-12,NA,13022,100,Census
"Varicella, unknown disease history",2 Doses,States,New Jersey,2011-12,,118669,96.6,Census
"Varicella, unknown disease history",2 Doses,States,New Mexico,2011-12,94.2,29159,2,2-stage Cluster Sample
"Varicella, unknown disease history",2 Doses,States,New York,2011-12,,236016,100,Census
"Varicella, unknown disease history",2 Doses,States,North Carolina,2011-12,,128854,95.4,Census
"Varicella, unknown disease history",2 Doses,States,North Dakota,2011-12,88.9,8412,5.8,Convenient 
"Varicella, unknown disease history",2 Doses,States,Ohio,2011-12,95.4,146144,94.5,Convenient 
"Varicella, unknown disease history",2 Doses,States,Oklahoma,2011-12,,52987,90.9,Census
"Varicella, unknown disease history",2 Doses,States,Oregon,2011-12,,45855,100,Census
"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2011-12,85.1,148042,99,Census
