Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),Population Size
Seasonal Influenza,States,Idaho,2020-21,Age,55-64 Years,69.9,830
Seasonal Influenza,States,Illinois,2020-21,Age,55-64 Years,61.1,13365
Seasonal Influenza,States,Indiana,2020-21,Age,55-64 Years,64.4,7160
Seasonal Influenza,States,Iowa,2020-21,Age,55-64 Years,79.5,2332
Seasonal Influenza,States,Kansas,2020-21,Age,55-64 Years,69.2,2421
Seasonal Influenza,States,Kentucky,2020-21,Age,55-64 Years,68.2,4065
Seasonal Influenza,States,Louisiana,2020-21,Age,55-64 Years,66.3,4517
Seasonal Influenza,States,Maine,2020-21,Age,55-64 Years,72.3,741
Seasonal Influenza,States,Maryland,2020-21,Age,55-64 Years,65.2,6034
Seasonal Influenza,States,Massachusetts,2020-21,Age,55-64 Years,71.1,5883
Seasonal Influenza,States,Michigan,2020-21,Age,55-64 Years,57.9,8273
Seasonal Influenza,States,Minnesota,2020-21,Age,55-64 Years,70.7,3775
Seasonal Influenza,States,Mississippi,2020-21,Age,55-64 Years,67.8,2960
Seasonal Influenza,States,Missouri,2020-21,Age,55-64 Years,71.7,6568
Seasonal Influenza,States,Montana,2020-21,Age,55-64 Years,73.1,527
Seasonal Influenza,States,Nebraska,2020-21,Age,55-64 Years,77.6,1342
Seasonal Influenza,States,Nevada,2020-21,Age,55-64 Years,47.1,1912
Seasonal Influenza,States,New Hampshire,2020-21,Age,55-64 Years,73.6,636
Seasonal Influenza,States,New Jersey,2020-21,Age,55-64 Years,69.2,9068
Seasonal Influenza,States,New Mexico,2020-21,Age,55-64 Years,61.3,1441
Seasonal Influenza,States,New York,2020-21,Age,55-64 Years,69.1,17714
Seasonal Influenza,States,North Carolina,2020-21,Age,55-64 Years,64.7,6856
Seasonal Influenza,States,North Dakota,2020-21,Age,55-64 Years,81.6,532
Seasonal Influenza,States,Ohio,2020-21,Age,55-64 Years,61.9,15525
Seasonal Influenza,States,Oklahoma,2020-21,Age,55-64 Years,76.5,3436
Seasonal Influenza,States,Oregon,2020-21,Age,55-64 Years,64.7,1994
Seasonal Influenza,States,Pennsylvania,2020-21,Age,55-64 Years,66.8,12039
Seasonal Influenza,HHS Regions/National,United States,2020-21,Age,55-64 Years,65.3,252742
Seasonal Influenza,States,Rhode Island,2020-21,Age,55-64 Years,70.6,1093
Seasonal Influenza,States,South Carolina,2020-21,Age,55-64 Years,65.7,3298
Seasonal Influenza,States,South Dakota,2020-21,Age,55-64 Years,85,493
Seasonal Influenza,States,Tennessee,2020-21,Age,55-64 Years,64.5,5745
Seasonal Influenza,States,Texas,2020-21,Age,55-64 Years,67.3,16656
Seasonal Influenza,States,Utah,2020-21,Age,55-64 Years,70.6,1724
Seasonal Influenza,States,Vermont,2020-21,Age,55-64 Years,79.3,295
Seasonal Influenza,States,Virginia,2020-21,Age,55-64 Years,67.6,5261
Seasonal Influenza,States,Washington,2020-21,Age,55-64 Years,68.6,2644
Seasonal Influenza,States,West Virginia,2020-21,Age,55-64 Years,67.6,1626
Seasonal Influenza,States,Wisconsin,2020-21,Age,55-64 Years,70.8,3759
Seasonal Influenza,States,Wyoming,2020-21,Age,55-64 Years,72.2,234
Seasonal Influenza,States,Alabama,2005-06,Age,65-74 Years,64.3,6160
Seasonal Influenza,States,Alaska,2005-06,Age,65-74 Years,82.6,195
Seasonal Influenza,States,Arizona,2005-06,Age,65-74 Years,58.8,5224
Seasonal Influenza,States,Arkansas,2005-06,Age,65-74 Years,81.4,3842
Seasonal Influenza,States,California,2005-06,Age,65-74 Years,57.9,31473
Seasonal Influenza,States,Colorado,2005-06,Age,65-74 Years,71.5,4192
Seasonal Influenza,States,Connecticut,2005-06,Age,65-74 Years,67.2,6398
Seasonal Influenza,States,Delaware,2005-06,Age,65-74 Years,74.6,960
Seasonal Influenza,States,District of Columbia,2005-06,Age,65-74 Years,67.1,876
Seasonal Influenza,States,Florida,2005-06,Age,65-74 Years,46.3,23879
Seasonal Influenza,States,Georgia,2005-06,Age,65-74 Years,69.4,8819
Seasonal Influenza,States,Hawaii,2005-06,Age,65-74 Years,82.1,811
Seasonal Influenza,States,Idaho,2005-06,Age,65-74 Years,68.8,1423
Seasonal Influenza,States,Illinois,2005-06,Age,65-74 Years,59.1,18017
Seasonal Influenza,States,Indiana,2005-06,Age,65-74 Years,67.1,9662
Seasonal Influenza,States,Iowa,2005-06,Age,65-74 Years,82.2,4401
Seasonal Influenza,States,Kansas,2005-06,Age,65-74 Years,75.8,3169
Seasonal Influenza,States,Kentucky,2005-06,Age,65-74 Years,70.5,6217
Seasonal Influenza,States,Louisiana,2005-06,Age,65-74 Years,72.3,6017
Seasonal Influenza,States,Maine,2005-06,Age,65-74 Years,70.1,1879
Seasonal Influenza,States,Maryland,2005-06,Age,65-74 Years,62.8,7629
Seasonal Influenza,States,Massachusetts,2005-06,Age,65-74 Years,67.6,10899
Seasonal Influenza,States,Michigan,2005-06,Age,65-74 Years,64.2,9621
Seasonal Influenza,States,Minnesota,2005-06,Age,65-74 Years,75.1,6562
Seasonal Influenza,States,Mississippi,2005-06,Age,65-74 Years,72.9,3707
Seasonal Influenza,States,Missouri,2005-06,Age,65-74 Years,70.7,8363
Seasonal Influenza,States,Montana,2005-06,Age,65-74 Years,81.6,1267
Seasonal Influenza,States,Nebraska,2005-06,Age,65-74 Years,79.4,2539
Seasonal Influenza,States,Nevada,2005-06,Age,65-74 Years,36.3,1952
Seasonal Influenza,States,New Hampshire,2005-06,Age,65-74 Years,75.3,1470
Seasonal Influenza,States,New Jersey,2005-06,Age,65-74 Years,68.6,12811
Seasonal Influenza,States,New Mexico,2005-06,Age,65-74 Years,66,1593
Seasonal Influenza,States,New York,2005-06,Age,65-74 Years,77,25551
Seasonal Influenza,States,North Carolina,2005-06,Age,65-74 Years,67.7,10566
Seasonal Influenza,States,North Dakota,2005-06,Age,65-74 Years,82.9,929
Seasonal Influenza,States,Ohio,2005-06,Age,65-74 Years,62.3,21799
Seasonal Influenza,States,Oklahoma,2005-06,Age,65-74 Years,79,4867
Seasonal Influenza,States,Oregon,2005-06,Age,65-74 Years,66.3,2989
Seasonal Influenza,States,Pennsylvania,2005-06,Age,65-74 Years,68.7,18548
Seasonal Influenza,HHS Regions/National,United States,2005-06,Age,65-74 Years,66.7,362102
Seasonal Influenza,HHS Regions/National,Region 1,2005-06,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2005-06,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2005-06,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2005-06,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2005-06,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2005-06,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2005-06,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2005-06,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2005-06,Age,65-74 Years,NA,
Seasonal Influenza,States,Rhode Island,2005-06,Age,65-74 Years,69.3,1622
Seasonal Influenza,States,South Carolina,2005-06,Age,65-74 Years,70.8,4554
Seasonal Influenza,States,South Dakota,2005-06,Age,65-74 Years,85.1,990
Seasonal Influenza,States,Tennessee,2005-06,Age,65-74 Years,69.4,9010
Seasonal Influenza,States,Texas,2005-06,Age,65-74 Years,70.3,21883
Seasonal Influenza,HHS Regions/National,Region 10,2005-06,Age,65-74 Years,NA,
Seasonal Influenza,States,Utah,2005-06,Age,65-74 Years,77.5,2297
Seasonal Influenza,States,Vermont,2005-06,Age,65-74 Years,77.9,652
Seasonal Influenza,States,Virginia,2005-06,Age,65-74 Years,64.8,7937
Seasonal Influenza,States,Washington,2005-06,Age,65-74 Years,68.2,5748
Seasonal Influenza,States,West Virginia,2005-06,Age,65-74 Years,71.1,2682
Seasonal Influenza,States,Wisconsin,2005-06,Age,65-74 Years,77.8,6894
Seasonal Influenza,States,Wyoming,2005-06,Age,65-74 Years,77.7,557
Seasonal Influenza,States,Alabama,2006-07,Age,65-74 Years,67.9,6515
Seasonal Influenza,States,Alaska,2006-07,Age,65-74 Years,78.2,211
Seasonal Influenza,States,Arizona,2006-07,Age,65-74 Years,63,5211
Seasonal Influenza,States,Arkansas,2006-07,Age,65-74 Years,82.8,3888
Seasonal Influenza,States,California,2006-07,Age,65-74 Years,63.6,31319
Seasonal Influenza,States,Colorado,2006-07,Age,65-74 Years,74.2,4213
Seasonal Influenza,States,Connecticut,2006-07,Age,65-74 Years,72.8,6460
Seasonal Influenza,States,Delaware,2006-07,Age,65-74 Years,76.8,1032
Seasonal Influenza,States,District of Columbia,2006-07,Age,65-74 Years,68.4,828
Seasonal Influenza,States,Florida,2006-07,Age,65-74 Years,52.1,24212
Seasonal Influenza,States,Georgia,2006-07,Age,65-74 Years,75.7,8770
Seasonal Influenza,States,Hawaii,2006-07,Age,65-74 Years,83.4,778
Seasonal Influenza,States,Idaho,2006-07,Age,65-74 Years,74,1387
Seasonal Influenza,States,Illinois,2006-07,Age,65-74 Years,62.1,18558
Seasonal Influenza,States,Indiana,2006-07,Age,65-74 Years,70.3,9870
Seasonal Influenza,States,Iowa,2006-07,Age,65-74 Years,84.8,4431
Seasonal Influenza,States,Kansas,2006-07,Age,65-74 Years,76.9,3297
Seasonal Influenza,States,Kentucky,2006-07,Age,65-74 Years,73.7,6507
Seasonal Influenza,States,Louisiana,2006-07,Age,65-74 Years,75.9,6011
Seasonal Influenza,States,Maine,2006-07,Age,65-74 Years,71.5,1905
Seasonal Influenza,States,Maryland,2006-07,Age,65-74 Years,61.3,7748
Seasonal Influenza,States,Massachusetts,2006-07,Age,65-74 Years,69.7,11004
Seasonal Influenza,States,Michigan,2006-07,Age,65-74 Years,67.6,10057
Seasonal Influenza,States,Minnesota,2006-07,Age,65-74 Years,78.8,6519
Seasonal Influenza,States,Mississippi,2006-07,Age,65-74 Years,78.4,3913
Seasonal Influenza,States,Missouri,2006-07,Age,65-74 Years,73.2,8660
Seasonal Influenza,States,Montana,2006-07,Age,65-74 Years,80.7,1262
Seasonal Influenza,States,Nebraska,2006-07,Age,65-74 Years,80.7,2611
Seasonal Influenza,States,Nevada,2006-07,Age,65-74 Years,37.7,2041
Seasonal Influenza,States,New Hampshire,2006-07,Age,65-74 Years,75.2,1568
Seasonal Influenza,States,New Jersey,2006-07,Age,65-74 Years,71.4,12996
Seasonal Influenza,States,New Mexico,2006-07,Age,65-74 Years,72.5,1457
Seasonal Influenza,States,New York,2006-07,Age,65-74 Years,78.4,25897
Seasonal Influenza,States,North Carolina,2006-07,Age,65-74 Years,69.8,10835
Seasonal Influenza,States,North Dakota,2006-07,Age,65-74 Years,83.2,984
Seasonal Influenza,States,Ohio,2006-07,Age,65-74 Years,66.6,22546
Seasonal Influenza,States,Oklahoma,2006-07,Age,65-74 Years,80.8,4819
Seasonal Influenza,States,Oregon,2006-07,Age,65-74 Years,68.4,2894
Seasonal Influenza,States,Pennsylvania,2006-07,Age,65-74 Years,70.7,18540
Seasonal Influenza,HHS Regions/National,United States,2006-07,Age,65-74 Years,70.1,367441
Seasonal Influenza,HHS Regions/National,Region 1,2006-07,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2006-07,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2006-07,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2006-07,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2006-07,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2006-07,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2006-07,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2006-07,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2006-07,Age,65-74 Years,NA,
Seasonal Influenza,States,Rhode Island,2006-07,Age,65-74 Years,73.6,1586
Seasonal Influenza,States,South Carolina,2006-07,Age,65-74 Years,76.7,4692
Seasonal Influenza,States,South Dakota,2006-07,Age,65-74 Years,82.7,1017
Seasonal Influenza,States,Tennessee,2006-07,Age,65-74 Years,75,9051
Seasonal Influenza,States,Texas,2006-07,Age,65-74 Years,76.4,22135
Seasonal Influenza,HHS Regions/National,Region 10,2006-07,Age,65-74 Years,NA,
Seasonal Influenza,States,Utah,2006-07,Age,65-74 Years,78.1,2313
Seasonal Influenza,States,Vermont,2006-07,Age,65-74 Years,77.4,651
Seasonal Influenza,States,Virginia,2006-07,Age,65-74 Years,69,8121
Seasonal Influenza,States,Washington,2006-07,Age,65-74 Years,69.4,5891
Seasonal Influenza,States,West Virginia,2006-07,Age,65-74 Years,71.6,2736
Seasonal Influenza,States,Wisconsin,2006-07,Age,65-74 Years,76.9,6958
Seasonal Influenza,States,Wyoming,2006-07,Age,65-74 Years,79.7,536
Seasonal Influenza,States,Alabama,2007-08,Age,65-74 Years,71.8,6750
Seasonal Influenza,States,Alaska,2007-08,Age,65-74 Years,81.4,199
Seasonal Influenza,States,Arizona,2007-08,Age,65-74 Years,68.5,5364
Seasonal Influenza,States,Arkansas,2007-08,Age,65-74 Years,86.4,4088
Seasonal Influenza,States,California,2007-08,Age,65-74 Years,67.6,32090
Seasonal Influenza,States,Colorado,2007-08,Age,65-74 Years,73.2,4374
Seasonal Influenza,States,Connecticut,2007-08,Age,65-74 Years,74.3,6749
Seasonal Influenza,States,Delaware,2007-08,Age,65-74 Years,77.7,1083
Seasonal Influenza,States,District of Columbia,2007-08,Age,65-74 Years,70.6,744
Seasonal Influenza,States,Florida,2007-08,Age,65-74 Years,55.1,24877
Seasonal Influenza,States,Georgia,2007-08,Age,65-74 Years,78.4,9000
Seasonal Influenza,States,Hawaii,2007-08,Age,65-74 Years,82.6,798
Seasonal Influenza,States,Idaho,2007-08,Age,65-74 Years,76.8,1421
Seasonal Influenza,States,Illinois,2007-08,Age,65-74 Years,63.3,18921
Seasonal Influenza,States,Indiana,2007-08,Age,65-74 Years,71.4,9923
Seasonal Influenza,States,Iowa,2007-08,Age,65-74 Years,84.5,4507
Seasonal Influenza,States,Kansas,2007-08,Age,65-74 Years,79.4,3399
Seasonal Influenza,States,Kentucky,2007-08,Age,65-74 Years,74.9,6675
Seasonal Influenza,States,Louisiana,2007-08,Age,65-74 Years,79.5,6037
Seasonal Influenza,States,Maine,2007-08,Age,65-74 Years,77.2,1881
Seasonal Influenza,States,Maryland,2007-08,Age,65-74 Years,63.1,7897
Seasonal Influenza,States,Massachusetts,2007-08,Age,65-74 Years,73.6,10950
Seasonal Influenza,States,Michigan,2007-08,Age,65-74 Years,68.6,10756
Seasonal Influenza,States,Minnesota,2007-08,Age,65-74 Years,82,6768
Seasonal Influenza,States,Mississippi,2007-08,Age,65-74 Years,82.8,4128
Seasonal Influenza,States,Missouri,2007-08,Age,65-74 Years,76.4,8921
Seasonal Influenza,States,Montana,2007-08,Age,65-74 Years,80.8,1269
Seasonal Influenza,States,Nebraska,2007-08,Age,65-74 Years,81.2,2760
Seasonal Influenza,States,Nevada,2007-08,Age,65-74 Years,44.2,1978
Seasonal Influenza,States,New Hampshire,2007-08,Age,65-74 Years,78.2,1571
Seasonal Influenza,States,New Jersey,2007-08,Age,65-74 Years,73.3,13626
Seasonal Influenza,States,New Mexico,2007-08,Age,65-74 Years,71.9,1487
Seasonal Influenza,States,New York,2007-08,Age,65-74 Years,80.2,26506
Seasonal Influenza,States,North Carolina,2007-08,Age,65-74 Years,74.4,11147
Seasonal Influenza,States,North Dakota,2007-08,Age,65-74 Years,85.9,939
Seasonal Influenza,States,Ohio,2007-08,Age,65-74 Years,69.3,23204
Seasonal Influenza,States,Oklahoma,2007-08,Age,65-74 Years,81.9,5007
Seasonal Influenza,States,Oregon,2007-08,Age,65-74 Years,71.9,3014
Seasonal Influenza,States,Pennsylvania,2007-08,Age,65-74 Years,73.9,18732
Seasonal Influenza,HHS Regions/National,United States,2007-08,Age,65-74 Years,72.7,377558
Seasonal Influenza,HHS Regions/National,Region 1,2007-08,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2007-08,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2007-08,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2007-08,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2007-08,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2007-08,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2007-08,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2007-08,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2007-08,Age,65-74 Years,NA,
Seasonal Influenza,States,Rhode Island,2007-08,Age,65-74 Years,74.4,1661
Seasonal Influenza,States,South Carolina,2007-08,Age,65-74 Years,79.9,4902
Seasonal Influenza,States,South Dakota,2007-08,Age,65-74 Years,83.6,1010
Seasonal Influenza,States,Tennessee,2007-08,Age,65-74 Years,77.4,9212
Seasonal Influenza,States,Texas,2007-08,Age,65-74 Years,78.7,23128
Seasonal Influenza,HHS Regions/National,Region 10,2007-08,Age,65-74 Years,NA,
Seasonal Influenza,States,Utah,2007-08,Age,65-74 Years,74,2285
Seasonal Influenza,States,Vermont,2007-08,Age,65-74 Years,77.9,657
Seasonal Influenza,States,Virginia,2007-08,Age,65-74 Years,72.3,8729
Seasonal Influenza,States,Washington,2007-08,Age,65-74 Years,72.8,6029
Seasonal Influenza,States,West Virginia,2007-08,Age,65-74 Years,75.7,2734
Seasonal Influenza,States,Wisconsin,2007-08,Age,65-74 Years,79.7,7155
Seasonal Influenza,States,Wyoming,2007-08,Age,65-74 Years,81.2,516
Seasonal Influenza,States,Alabama,2008-09,Age,65-74 Years,71.7,7064
Seasonal Influenza,States,Alaska,2008-09,Age,65-74 Years,84.6,214
Seasonal Influenza,States,Arizona,2008-09,Age,65-74 Years,70.4,5326
Seasonal Influenza,States,Arkansas,2008-09,Age,65-74 Years,86.9,4286
Seasonal Influenza,States,California,2008-09,Age,65-74 Years,69.4,33067
Seasonal Influenza,States,Colorado,2008-09,Age,65-74 Years,75,4669
Seasonal Influenza,States,Connecticut,2008-09,Age,65-74 Years,75.1,6885
Seasonal Influenza,States,Delaware,2008-09,Age,65-74 Years,78.7,1176
Seasonal Influenza,States,District of Columbia,2008-09,Age,65-74 Years,70.9,798
Seasonal Influenza,States,Florida,2008-09,Age,65-74 Years,57.5,25840
Seasonal Influenza,States,Georgia,2008-09,Age,65-74 Years,78,9439
Seasonal Influenza,States,Hawaii,2008-09,Age,65-74 Years,82.6,832
Seasonal Influenza,States,Idaho,2008-09,Age,65-74 Years,76.1,1502
Seasonal Influenza,States,Illinois,2008-09,Age,65-74 Years,65.7,19350
Seasonal Influenza,States,Indiana,2008-09,Age,65-74 Years,72.7,10187
Seasonal Influenza,States,Iowa,2008-09,Age,65-74 Years,84.5,4434
Seasonal Influenza,States,Kansas,2008-09,Age,65-74 Years,78.5,3453
Seasonal Influenza,States,Kentucky,2008-09,Age,65-74 Years,75.4,6839
Seasonal Influenza,States,Louisiana,2008-09,Age,65-74 Years,80,6326
Seasonal Influenza,States,Maine,2008-09,Age,65-74 Years,76.8,2034
Seasonal Influenza,States,Maryland,2008-09,Age,65-74 Years,65.8,8067
Seasonal Influenza,States,Massachusetts,2008-09,Age,65-74 Years,76.5,11189
Seasonal Influenza,States,Michigan,2008-09,Age,65-74 Years,70.8,11173
Seasonal Influenza,States,Minnesota,2008-09,Age,65-74 Years,82.4,6851
Seasonal Influenza,States,Mississippi,2008-09,Age,65-74 Years,82.1,4276
Seasonal Influenza,States,Missouri,2008-09,Age,65-74 Years,78.1,9250
Seasonal Influenza,States,Montana,2008-09,Age,65-74 Years,80.6,1276
Seasonal Influenza,States,Nebraska,2008-09,Age,65-74 Years,81.8,2843
Seasonal Influenza,States,Nevada,2008-09,Age,65-74 Years,47.7,2089
Seasonal Influenza,States,New Hampshire,2008-09,Age,65-74 Years,78,1726
Seasonal Influenza,States,New Jersey,2008-09,Age,65-74 Years,74.1,13781
Seasonal Influenza,States,New Mexico,2008-09,Age,65-74 Years,75,1554
Seasonal Influenza,States,New York,2008-09,Age,65-74 Years,80.2,27398
Seasonal Influenza,States,North Carolina,2008-09,Age,65-74 Years,74.4,11537
Seasonal Influenza,States,North Dakota,2008-09,Age,65-74 Years,85.8,955
Seasonal Influenza,States,Ohio,2008-09,Age,65-74 Years,71.1,23850
Seasonal Influenza,States,Oklahoma,2008-09,Age,65-74 Years,83.2,5062
Seasonal Influenza,States,Oregon,2008-09,Age,65-74 Years,73.2,3136
Seasonal Influenza,States,Pennsylvania,2008-09,Age,65-74 Years,75.5,19815
Seasonal Influenza,HHS Regions/National,United States,2008-09,Age,65-74 Years,73.9,389670
Seasonal Influenza,HHS Regions/National,Region 1,2008-09,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2008-09,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2008-09,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2008-09,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2008-09,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2008-09,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2008-09,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2008-09,Age,65-74 Years,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2008-09,Age,65-74 Years,NA,
Seasonal Influenza,States,Rhode Island,2008-09,Age,65-74 Years,73.4,1720
Seasonal Influenza,States,South Carolina,2008-09,Age,65-74 Years,80.5,5239
Seasonal Influenza,States,South Dakota,2008-09,Age,65-74 Years,83.2,1026
Seasonal Influenza,States,Tennessee,2008-09,Age,65-74 Years,79.4,9528
Seasonal Influenza,States,Texas,2008-09,Age,65-74 Years,78.9,23779
Seasonal Influenza,HHS Regions/National,Region 10,2008-09,Age,65-74 Years,NA,
Seasonal Influenza,States,Utah,2008-09,Age,65-74 Years,77.1,2355
Seasonal Influenza,States,Vermont,2008-09,Age,65-74 Years,78.7,723
Seasonal Influenza,States,Virginia,2008-09,Age,65-74 Years,73.3,8910
